"Sr. No.","TIN","GSTIN/PID","Firm Name","Address","Assessment Circle","Tax Type","Return Form Type","RC Effective Date","Status","Cancellation Date","Type Of Dealer"
"182","33614343707","33BHHPA3679J1ZA","ABU FATHA LEATHER EXPORTS","No.318a,First Floor,Big Mosque Street,Melpatti Post Valattur,Tamil Nadu,Vellore,635813","GUDIYATHAM (WEST) (Circle)","Central Sales Tax","CST FORM NO.1","12/09/2013","Active","-","Normal Dealer"
"183","33614343707","33BHHPA3679J1ZA","ABU FATHA LEATHER EXPORTS","No.318a,First Floor,Big Mosque Street,Melpatti Post Valattur,Tamil Nadu,Vellore,635813","GUDIYATHAM (WEST) (Circle)","Value Added Tax","VAT FORM I","12/09/2013","Active","-","Normal Dealer"
"184","33270523743","33AFTPT7720G1Z1","ABU LEATHER EXPORTS","2/6,Na,M.V.Badran Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","16/01/2007","Active","-","Normal Dealer"
"185","33270523743","33AFTPT7720G1Z1","ABU LEATHER EXPORTS","2/6,Na,M.V.Badran Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"186","33203076482","33BECPS4144C1ZW","ABU LEATHERS","542,Na,Saravana Leather Processing Centre.. .,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","02/02/1972","Active","-","Normal Dealer"
"187","33203076482","33BECPS4144C1ZW","ABU LEATHERS","542,Na,Saravana Leather Processing Centre.. .,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"188","33326379853","33AJDPN6990L2ZO","ABU NAZAR LEATHER EST","1153/1,Pjn Road,Vaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","13/03/2016","Active","-","Normal Dealer"
"189","33326379853","33AJDPN6990L2ZO","ABU NAZAR LEATHER EST","1153/1,Pjn Road,Vaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","26/02/2016","Active","-","Normal Dealer"
"190","33836295129","33DMGPS3051C1ZD","ACCOLADE LEATHER PRODUCTS","97/47,Na,Avadhanam Pappier Road,Choolaichennai,Tamil Nadu,600112","CHOOLAI (Circle)","Central Sales Tax","CST FORM NO.1","18/02/2015","Active","-","Normal Dealer"
"191","33836295129","33DMGPS3051C1ZD","ACCOLADE LEATHER PRODUCTS","97/47,Na,Avadhanam Pappier Road,Choolaichennai,Tamil Nadu,600112","CHOOLAI (Circle)","Value Added Tax","VAT FORM I","18/02/2015","Active","-","Normal Dealer"
"192","33550522910","33AYFPS4976A1ZD","ADAM LEATHERS","15/42,Na,Wuthucattan Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","18/08/2007","Active","-","Normal Dealer"
"193","33550522910","33AYFPS4976A1ZD","ADAM LEATHERS","15/42,Na,Wuthucattan Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"194","33806445668","33AJEPA2357D2ZW","ADAM LEATHERS","No.7a,Kattakadai Street,Melvisharam,Tamil Nadu,Vellore,632509","RANIPET SIPCOT (Circle)","Central Sales Tax","CST FORM NO.1","05/01/2017","Active","-","Normal Dealer"
"195","33806445668","33AJEPA2357D2ZW","ADAM LEATHERS","No.7a,Kattakadai Street,Melvisharam,Tamil Nadu,Vellore,632509","RANIPET SIPCOT (Circle)","Value Added Tax","VAT FORM I","05/01/2017","Active","-","Normal Dealer"
"196","33206381999","33CYHPM6388N1ZM","ADAM MANZURUL AMEEN PROP OF M LEATHER CREATION","33/47,V Kota Road,,Pernambut,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Central Sales Tax","CST FORM NO.1","04/05/2016","Active","-","Normal Dealer"
"197","33206381999","33CYHPM6388N1ZM","ADAM MANZURUL AMEEN PROP OF M LEATHER CREATION","33/47,V Kota Road,,Pernambut,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Value Added Tax","VAT FORM I","04/05/2016","Active","-","Normal Dealer"
"198","33694263929","33AVOPA6627N1Z9","ADEEBA SHAREEN PROP OF V K N LEATHER","11/4b,Na,Valeelkar 1st Street,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Central Sales Tax","CST FORM NO.1","29/12/2009","Active","-","Normal Dealer"
"199","33694263929","33AVOPA6627N1Z9","ADEEBA SHAREEN PROP OF V K N LEATHER","11/4b,Na,Valeelkar 1st Street,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Value Added Tax","VAT FORM I","25/11/2009","Active","-","Normal Dealer"
"200","33574642780","33BPLPS2040M1ZO","ADEEN LEATHERS","Na,Na,258/22 (70e)/A Kose Kasim Street,,Vaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","16/11/2007","Active","-","Normal Dealer"
"201","33574642780","33BPLPS2040M1ZO","ADEEN LEATHERS","Na,Na,258/22 (70e)/A Kose Kasim Street,,Vaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","16/11/2007","Active","-","Normal Dealer"
"202","33296443391","33BJGPA2163Q1Z7","ADHAM LEATHERS","9/1,Ground Floor,Patnool Sardarjung Street,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","03/01/2017","Active","-","Normal Dealer"
"203","33296443391","33BJGPA2163Q1Z7","ADHAM LEATHERS","9/1,Ground Floor,Patnool Sardarjung Street,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","03/01/2017","Active","-","Normal Dealer"
"204","33970524910","33ADLPC1189J1ZK","ADHITHYA LEATHERS","38/86,I Floor,Perianna Maistry Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","21/02/2012","Active","-","Normal Dealer"
"205","33970524910","33ADLPC1189J1ZK","ADHITHYA LEATHERS","38/86,I Floor,Perianna Maistry Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","21/02/2012","Active","-","Normal Dealer"
"206","33484643848","33BBAPA0077M1Z1","ADIL AFRA LEATHERS","No.49/2c,Na,19, Cutchery Road..,Vaniyambadivaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","16/11/2012","Active","-","Normal Dealer"
"207","33484643848","33BBAPA0077M1Z1","ADIL AFRA LEATHERS","No.49/2c,Na,19, Cutchery Road..,Vaniyambadivaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","16/11/2012","Active","-","Normal Dealer"
"208","33626430845","33GYLPS7013C1ZF","ADITTYA SYNTHETICS","112 A,Ganapathi Palayam South,Dharapuram,Tamil Nadu,Tiruppur,638656","DHARAPURAM (Circle)","Central Sales Tax","CST FORM NO.1","23/11/2016","Active","-","Normal Dealer"
"209","33626430845","33GYLPS7013C1ZF","ADITTYA SYNTHETICS","112 A,Ganapathi Palayam South,Dharapuram,Tamil Nadu,Tiruppur,638656","DHARAPURAM (Circle)","Value Added Tax","VAT FORM I","20/11/2016","Active","-","Normal Dealer"
"210","33646313809","33BDUPA8839D1ZE","ADITYA LEATHERS","28,Leather Life Complex,Naval Hospital Road,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","04/06/2015","Active","-","Normal Dealer"
"211","33646313809","33BDUPA8839D1ZE","ADITYA LEATHERS","28,Leather Life Complex,Naval Hospital Road,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","04/06/2015","Active","-","Normal Dealer"
"212","33536413103","33AFQPU5782E1ZX","ADNAN LEATHER LINERS","10/23,Orsala Alauddin Street,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Central Sales Tax","CST FORM NO.1","20/09/2016","Active","-","Normal Dealer"
"213","33536413103","33AFQPU5782E1ZX","ADNAN LEATHER LINERS","10/23,Orsala Alauddin Street,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Value Added Tax","VAT FORM I","20/09/2016","Active","-","Normal Dealer"
"214","33084642710","33AETPA9723M1Z2","ADNAN LEATHERS","492,Na,M.B.Street Muslimpur,Vaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","16/07/2007","Active","-","Normal Dealer"
"215","33084642710","33AETPA9723M1Z2","ADNAN LEATHERS","492,Na,M.B.Street Muslimpur,Vaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","01/07/2007","Active","-","Normal Dealer"
"216","33164364567","33AAMCA0324L1ZV","ADRITH LEATHERS PRIVATE LIMITED","No.477/2,1st Floor,Coramandal Leather Back Side Road,M R Purampostsipcot Ranipet,Tamil Nadu,Vellore,632403","RANIPET SIPCOT (Circle)","Central Sales Tax","CST FORM NO.1","24/09/2013","Active","-","Normal Dealer"
"217","33164364567","33AAMCA0324L1ZV","ADRITH LEATHERS PRIVATE LIMITED","No.477/2,1st Floor,Coramandal Leather Back Side Road,M R Purampostsipcot Ranipet,Tamil Nadu,Vellore,632403","RANIPET SIPCOT (Circle)","Value Added Tax","VAT FORM I","24/09/2013","Active","-","Normal Dealer"
"218","33164260777","33ABHPS3027P1ZB","AFFAN LEATHER CORPORATION","25/12,Na,Eidgah Road,Amburambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Central Sales Tax","CST FORM NO.1","18/07/1989","Active","-","Normal Dealer"
"219","33164260777","33ABHPS3027P1ZB","AFFAN LEATHER CORPORATION","25/12,Na,Eidgah Road,Amburambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"220","33456275841","33AXJPN5820H1ZH","AFIFA LEATHERS","No.29/A,Na,Bathrapalli Burandin Street,Noorullapetambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Central Sales Tax","CST FORM NO.1","12/12/2014","Active","-","Normal Dealer"
"221","33456275841","33AXJPN5820H1ZH","AFIFA LEATHERS","No.29/A,Na,Bathrapalli Burandin Street,Noorullapetambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Value Added Tax","VAT FORM I","12/12/2014","Active","-","Normal Dealer"
"222","33314342417","33BABPB7800B1ZN","AFIFAH LEATHERS","69/43,Na,Flower Garden Street,Pernmabut,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Value Added Tax","VAT FORM I","24/01/2007","Active","-","Normal Dealer"
"223","33244644077","33AAYFA4768K1ZR","AFLEATHER","17/E, 37,Na,P.M.O. Street,Chennampetvaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","24/10/2013","Active","-","Normal Dealer"
"224","33244644077","33AAYFA4768K1ZR","AFLEATHER","17/E, 37,Na,P.M.O. Street,Chennampetvaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","24/10/2013","Active","-","Normal Dealer"
"225","33496495945","33BAFPB6125H1Z7","AFLEATHERS","477 13-14,Coramandal Leather Back Side,Sipcot Ranipet,Tamil Nadu,Vellore,632403","RANIPET SIPCOT (Circle)","Central Sales Tax","CST FORM NO.1","02/06/2017","Active","-","Normal Dealer"
"226","33496495945","33BAFPB6125H1Z7","AFLEATHERS","477 13-14,Coramandal Leather Back Side,Sipcot Ranipet,Tamil Nadu,Vellore,632403","RANIPET SIPCOT (Circle)","Value Added Tax","VAT FORM I","26/05/2017","Active","-","Normal Dealer"
"227","33480423378","33BUHPS6330K2ZC","AFNAN LEATHER EXPORTS","9/1-E,2nd Floor,Patnool Sardar Jung Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","23/01/2013","Active","-","Normal Dealer"
"228","33480423378","33BUHPS6330K2ZC","AFNAN LEATHER EXPORTS","9/1-E,2nd Floor,Patnool Sardar Jung Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","10/01/2013","Active","-","Normal Dealer"
"229","33966415485","33ACGPE8564M1ZA","AFRA LEATHERS","60,Ground Floor,Pillayar Koil Street,Nagalkeni Chromepet,Tamil Nadu,Chennai,600044","PAMMAL (Circle)","Central Sales Tax","CST FORM NO.1","21/09/2016","Active","-","Normal Dealer"
"230","33966415485","33ACGPE8564M1ZA","AFRA LEATHERS","60,Ground Floor,Pillayar Koil Street,Nagalkeni Chromepet,Tamil Nadu,Chennai,600044","PAMMAL (Circle)","Value Added Tax","VAT FORM I","21/09/2016","Active","-","Normal Dealer"
"231","33463077115","33BAAPK9937K1ZE","AFRAA LEATHERS","15,Bay Leather Company Tannery,Tannery Street.,.,,B P Agraharamerode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","11/07/2011","Active","-","Normal Dealer"
"232","33463077115","33BAAPK9937K1ZE","AFRAA LEATHERS","15,Bay Leather Company Tannery,Tannery Street.,.,,B P Agraharamerode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","11/07/2011","Active","-","Normal Dealer"
"233","33326340854","33ABDFA1663R1Z8","AFRAS LEATHERS","No.31/1, Ist Floor,Na,V.V.Koil Street, Periamet,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","21/09/2015","Active","-","Normal Dealer"
"234","33326340854","33ABDFA1663R1Z8","AFRAS LEATHERS","No.31/1, Ist Floor,Na,V.V.Koil Street, Periamet,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","21/09/2015","Active","-","Normal Dealer"
"235","33076332213","33ABCFA6665L1Z9","AFREEN LEATHER EXPORTS","54/51,Na,Perianna Maistry Street,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","17/08/2015","Active","-","Normal Dealer"
"236","33076332213","33ABCFA6665L1Z9","AFREEN LEATHER EXPORTS","54/51,Na,Perianna Maistry Street,Periamet,Tamil Nadu,Chennai,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","17/08/2015","Active","-","Normal Dealer"
"237","33810524416","33ASDPR9422Q1Z4","AFREEN LEATHER EXPORTS","No.38, Ist Floor,,Na,Perianna Maistry Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","16/06/2009","Active","-","Normal Dealer"
"238","33810524416","33ASDPR9422Q1Z4","AFREEN LEATHER EXPORTS","No.38, Ist Floor,,Na,Perianna Maistry Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","12/06/2009","Active","-","Normal Dealer"
"239","33526444435","33HDOPS4887K1ZH","AFREEN LEATHERS","1st Floor,3rd Shop,Subbaiya Street,Pernambut,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Central Sales Tax","CST FORM NO.1","02/01/2017","Active","-","Normal Dealer"
"240","33526444435","33HDOPS4887K1ZH","AFREEN LEATHERS","1st Floor,3rd Shop,Subbaiya Street,Pernambut,Tamil Nadu,Vellore,635810","GUDIYATHAM (WEST) (Circle)","Value Added Tax","VAT FORM I","02/01/2017","Active","-","Normal Dealer"
"241","33550524753","33AATFA3853C1ZL","AFSA LEATHERS","68/38,Ground Floor,Wuthucattan Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","27/04/2011","Active","-","Normal Dealer"
"242","33550524753","33AATFA3853C1ZL","AFSA LEATHERS","68/38,Ground Floor,Wuthucattan Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","27/04/2011","Active","-","Normal Dealer"
"243","33240423607","33ABXPA7179E1ZF","AFTAB LEATHERS - A UNIT","No.13,Na,Perianna Maistry Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","17/04/2014","Active","-","Normal Dealer"
"244","33240423607","33ABXPA7179E1ZF","AFTAB LEATHERS - A UNIT","No.13,Na,Perianna Maistry Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/04/2014","Active","-","Normal Dealer"
"245","33566292222","33DCBPS2537A1Z2","AFZA LEATHER","113/258,3145,K.K.Street,,Muslimpurvaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","02/02/2015","Active","-","Normal Dealer"
"246","33566292222","33DCBPS2537A1Z2","AFZA LEATHER","113/258,3145,K.K.Street,,Muslimpurvaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","02/02/2015","Active","-","Normal Dealer"
"247","33286290630","33BORPA9086A1ZZ","AFZAL LEATHER","344/C,Meera Complex,Malang Road,Noorullahpetvaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","16/02/2015","Active","-","Normal Dealer"
"248","33286290630","33BORPA9086A1ZZ","AFZAL LEATHER","344/C,Meera Complex,Malang Road,Noorullahpetvaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","16/02/2015","Active","-","Normal Dealer"
"249","33655241323","33AEOPA2288Q1Z1","AGACY LEATHER EXPORTS","83 A,Madurai Road, Begampur Post,Dindigul,Tamil Nadu,624002","DINDIGUL(TOWN) (Circle)","Central Sales Tax","CST FORM NO.1","14/12/2009","Active","-","Normal Dealer"
"250","33655241323","33AEOPA2288Q1Z1","AGACY LEATHER EXPORTS","83 A,Madurai Road, Begampur Post,Dindigul,Tamil Nadu,624002","DINDIGUL(TOWN) (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"251","33623075669","33AKGPM9504K1ZZ","AHADH C/O SABAVARMA LEATHER COMPANY RASMI COC\O.S.E.G.M.TANNERY","00,Na,B.P.Agraharam,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","22/02/1995","Active","-","Normal Dealer"
"252","33623075669","33AKGPM9504K1ZZ","AHADH C/O SABAVARMA LEATHER COMPANY RASMI COC\O.S.E.G.M.TANNERY","00,Na,B.P.Agraharam,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"253","33250881296","33AAEPM1340F1ZB","AHAMED LEATHERS","8,Na,Rangasamy Street,Chennai,Tamil Nadu,Kancheepuram,600044","PALLAVARAM (Circle)","Central Sales Tax","CST FORM NO.1","29/10/2003","Active","-","Normal Dealer"
"254","33250881296","33AAEPM1340F1ZB","AHAMED LEATHERS","8,Na,Rangasamy Street,Chennai,Tamil Nadu,Kancheepuram,600044","PALLAVARAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"255","33923075698","33ADWPK0785B1ZI","AHAMED LEATHERSC\O.E.K.LEATHER MAFG. COMPANY","3,Na,Tennery Street,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","09/06/1995","Active","-","Normal Dealer"
"256","33923075698","33ADWPK0785B1ZI","AHAMED LEATHERSC\O.E.K.LEATHER MAFG. COMPANY","3,Na,Tennery Street,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"257","33683075927","33ADXPA9562D1ZE","AHAMED WASIL LEATHER MANUFACTURING COMPANY","3,Na,Tennery Street,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","05/01/2007","Active","-","Normal Dealer"
"258","33683075927","33ADXPA9562D1ZE","AHAMED WASIL LEATHER MANUFACTURING COMPANY","3,Na,Tennery Street,Erode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"259","33510523708","33AEQPG6292Q1ZP","AHMED LEATHER INCORPORATION","1,Na,Wuthucattan Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","27/04/2006","Active","-","Normal Dealer"
"260","33510523708","33AEQPG6292Q1ZP","AHMED LEATHER INCORPORATION","1,Na,Wuthucattan Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"261","33326378107","33BIFPS3213K2ZA","AHMED LEATHERS","5,Shaik Ali Subedar Street Periamet,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","28/04/2016","Active","-","Normal Dealer"
"262","33326378107","33BIFPS3213K2ZA","AHMED LEATHERS","5,Shaik Ali Subedar Street Periamet,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","28/04/2016","Active","-","Normal Dealer"
"263","33646377687","33GSCPS3966M1Z1","AIM LEATHER EXPORTS","14,Gundu Mohammed Ibrahim Sahib Street,Muslimpur,Vaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Central Sales Tax","CST FORM NO.1","25/04/2016","Active","-","Normal Dealer"
"264","33646377687","33GSCPS3966M1Z1","AIM LEATHER EXPORTS","14,Gundu Mohammed Ibrahim Sahib Street,Muslimpur,Vaniyambadi,Tamil Nadu,Vellore,635751","VANIYAMBADI (Circle)","Value Added Tax","VAT FORM I","21/04/2016","Active","-","Normal Dealer"
"265","33813077359","33CKHPM3131R1ZV","AIMAN LEATHER & MANUFACTURERS","S.F.542,C/O Saravana Leather Processing Centre,Thaneer Pandal Palayam Road, Sunnambu Odai,Rnpudurerode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Central Sales Tax","CST FORM NO.1","22/01/2014","Active","-","Normal Dealer"
"266","33813077359","33CKHPM3131R1ZV","AIMAN LEATHER & MANUFACTURERS","S.F.542,C/O Saravana Leather Processing Centre,Thaneer Pandal Palayam Road, Sunnambu Odai,Rnpudurerode,Tamil Nadu,638005","PERIYA AGRAHARAM (Circle)","Value Added Tax","VAT FORM I","21/01/2014","Active","-","Normal Dealer"
"267","33646403392","33DDHPM3778N1ZW","AIMS LEATHER CREATIONS","No:6,Lourdumadhastreet,Nagalkeni,Chromepet,Tamil Nadu,Kancheepuram,600044","PALLAVARAM (Circle)","Central Sales Tax","CST FORM NO.1","16/08/2016","Active","-","Normal Dealer"
"268","33646403392","33DDHPM3778N1ZW","AIMS LEATHER CREATIONS","No:6,Lourdumadhastreet,Nagalkeni,Chromepet,Tamil Nadu,Kancheepuram,600044","PALLAVARAM (Circle)","Value Added Tax","VAT FORM I","16/08/2016","Active","-","Normal Dealer"
"269","33730523393","33AGIPJ4555H2ZE","AJANTHA LEATHERS","67/7,Na,Wuthucattan Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","18/12/2003","Active","-","Normal Dealer"
"270","33730523393","33AGIPJ4555H2ZE","AJANTHA LEATHERS","67/7,Na,Wuthucattan Street,Chennai,Tamil Nadu,600003","VEPERY (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"271","33844262828","33AAEPQ2106K1ZY","AJAS LEATHERS","43/16-A,Na,Mohamed Pura Mosque Opp.Street,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Central Sales Tax","CST FORM NO.1","12/09/2006","Active","-","Normal Dealer"
"272","33844262828","33AAEPQ2106K1ZY","AJAS LEATHERS","43/16-A,Na,Mohamed Pura Mosque Opp.Street,Ambur,Tamil Nadu,Vellore,635802","AMBUR (Circle)","Value Added Tax","VAT FORM I","01/01/2007","Active","-","Normal Dealer"
"273","33060423415","33AAXFA2099L1ZU","AJAZ LEATHER CORPORATION","No:6/22,Na,Lala Kutty Street,Periametchennai,Tamil Nadu,600003","VEPERY (Circle)","Central Sales Tax","CST FORM NO.1","04/04/2013","Active","-","Normal Dealer"
